,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
2,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
3,0.75,0.75,0.75,1.0,1.0,0.75,0.5,1.0,0.5,0.75,0.75,1.0,0.75
4,0.8,0.6,0.8,0.8,0.8,0.8,0.6,1.0,0.6,0.8,0.6,1.0,0.8
5,0.8333333333333334,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666
6,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,1.0,0.42857142857142855,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143
7,0.75,0.625,0.75,0.75,0.5,0.75,0.625,0.875,0.5,0.875,0.75,0.875,0.75
8,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778
9,0.8,0.5,0.8,0.7,0.6,0.7,0.6,0.9,0.5,0.8,0.7,0.7,0.8
10,0.8181818181818182,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.45454545454545453,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.8181818181818182
11,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.75,0.6666666666666666,0.75,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.75,0.75,0.75,0.75
12,0.7692307692307693,0.6153846153846154,0.8461538461538461,0.7692307692307693,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8461538461538461,0.38461538461538464,0.6923076923076923,0.7692307692307693,0.6923076923076923,0.6923076923076923
13,0.7857142857142857,0.6428571428571429,0.8571428571428571,0.7857142857142857,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.8571428571428571,0.35714285714285715,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.7142857142857143
14,0.8,0.6666666666666666,0.8,0.8,0.6666666666666666,0.6666666666666666,0.7333333333333333,0.8,0.4,0.7333333333333333,0.8,0.6666666666666666,0.7333333333333333
15,0.8125,0.625,0.8125,0.8125,0.6875,0.625,0.6875,0.75,0.4375,0.75,0.8125,0.6875,0.6875
16,0.7647058823529411,0.5882352941176471,0.7647058823529411,0.8235294117647058,0.6470588235294118,0.5882352941176471,0.7058823529411765,0.7058823529411765,0.4117647058823529,0.7647058823529411,0.7647058823529411,0.7058823529411765,0.6470588235294118
17,0.7222222222222222,0.6111111111111112,0.7222222222222222,0.7777777777777778,0.6111111111111112,0.6111111111111112,0.6666666666666666,0.7222222222222222,0.3888888888888889,0.7222222222222222,0.7777777777777778,0.6666666666666666,0.6111111111111112
